rewardAC,rewardBD,盾首水平偏差,盾中水平偏差,盾尾水平偏差,盾首垂直偏差,盾中垂直偏差,盾尾垂直偏差,time/s
87.10897499999999,-10.312700000000003,3.3799999999999955,25.069999999999993,2.030000000000001,12.740000000000009,18.710000000000008,19.629999999999995,12.625009599999998
32.308775,5.0364,11.75,18.120000000000005,21.939999999999998,-12.610000000000014,-18.080000000000013,-21.379999999999995,12.648944200000003
40.54929999999999,-13.319100000000002,-11.180000000000007,-18.24000000000001,-22.599999999999994,13.669999999999987,17.569999999999993,23.30000000000001,8.696455199999996
-8.585137500000009,29.924700000000005,-20.060000000000002,-11.52000000000001,-42.629999999999995,-10.550000000000011,-18.25,-22.94999999999999,9.263093400000002
-6.364099999999995,40.413799999999995,-19.930000000000007,-11.599999999999994,-42.81999999999999,11.759999999999991,18.24000000000001,22.189999999999998,8.683633100000009
-6.375399999999995,40.4632,-20.210000000000008,-11.610000000000014,-42.69999999999999,11.569999999999993,18.24000000000001,22.310000000000002,8.790888899999999
-27.8532,96.56969999999997,-20.24000000000001,-11.030000000000001,-41.610000000000014,9.180000000000007,18.129999999999995,23.590000000000003,12.891641899999996
96.17197500000003,108.22279999999999,-3.5,25.24000000000001,6.469999999999999,-9.159999999999997,-18.120000000000005,-23.590000000000003,12.726444
-3.567875000000003,18.8695,-20.539999999999992,-11.560000000000002,-42.41,12.169999999999987,18.210000000000008,21.889999999999986,8.793248800000015
104.731225,101.62420000000002,-3.9099999999999966,22.960000000000008,15.349999999999994,7.8700000000000045,18.710000000000008,22.139999999999986,13.776205199999993
-7.475825000000003,18.873199999999997,-21.370000000000005,-11.509999999999991,-41.83000000000001,-11.849999999999994,-18.22,-22.099999999999994,8.838570900000008
-8.945800000000002,47.15860000000001,-17.97,-14.960000000000008,-29.960000000000008,-11.379999999999995,-17.669999999999987,-24.639999999999986,9.367827799999986
81.43085000000005,106.75869999999999,-4.1299999999999955,25.22999999999999,6.900000000000006,-7.990000000000009,-18.139999999999986,-24.340000000000003,12.744881399999997
-7.564724999999996,43.32780000000001,-22.400000000000006,-11.47999999999999,-41.139999999999986,-11.539999999999992,-18.22999999999999,-22.310000000000002,8.938193099999978
-8.606600000000002,46.269400000000005,-22.879999999999995,-11.439999999999998,-40.77000000000001,11.289999999999992,18.24000000000001,22.49000000000001,8.996654400000011
-8.615175000000006,46.3065,-22.55000000000001,-11.419999999999987,-40.93000000000001,11.060000000000002,18.24000000000001,22.620000000000005,8.97830909999999
50.53517500000003,104.29100000000001,-12.580000000000013,-14.879999999999995,-33.120000000000005,-9.590000000000003,-17.569999999999993,-25.569999999999993,12.172588399999995
147.26874999999998,160.85590000000008,-4.030000000000001,18.039999999999992,31.430000000000007,-5.659999999999997,-18.0,-25.49000000000001,15.251642000000004
99.97710000000002,118.4642,-4.650000000000006,22.97999999999999,15.819999999999993,7.490000000000009,18.72999999999999,22.400000000000006,13.360151400000007
72.22717500000002,104.18689999999998,-5.719999999999999,25.310000000000002,8.0,7.210000000000008,18.78,23.099999999999994,12.723421500000029
83.01714999999999,113.39340000000004,-5.25,25.25,7.6200000000000045,-8.5,-18.139999999999986,-24.02000000000001,12.731632600000012
-9.571850000000001,49.08819999999999,-22.50999999999999,-11.430000000000007,-41.0,-11.340000000000003,-18.22,-22.419999999999987,9.217540100000008
-9.56280000000001,49.1748,-22.620000000000005,-11.419999999999987,-40.870000000000005,11.180000000000007,18.24000000000001,22.539999999999992,9.425148699999966
136.24647499999995,163.80859999999998,-4.800000000000011,18.039999999999992,31.900000000000006,-5.569999999999993,-18.0,-25.539999999999992,15.2331547
-10.674049999999994,52.0709,-23.129999999999995,-11.409999999999997,-40.59,-11.069999999999993,-18.22999999999999,-22.599999999999994,9.241213899999991
33.01056250000005,339.7103999999999,-5.349999999999994,-17.47,-24.849999999999994,-1.4199999999999875,17.150000000000006,28.49000000000001,23.407298700000013
141.4391500000001,164.93009999999998,-5.430000000000007,18.0,32.22,-5.1699999999999875,-17.97999999999999,-25.75,15.894550900000013
-10.588075000000005,52.05770000000001,-22.409999999999997,-11.439999999999998,-41.06,-11.139999999999986,-18.22999999999999,-22.55000000000001,9.382605599999977
80.17674999999998,113.91790000000003,-5.719999999999999,25.310000000000002,8.02000000000001,7.199999999999989,18.77000000000001,23.069999999999993,12.575252299999988
-30.18071249999999,321.57870000000014,-18.49000000000001,-9.25,-40.139999999999986,-1.7199999999999989,17.139999999999986,28.650000000000006,23.168876799999964
9.840762499999986,317.1812000000002,-8.159999999999997,-17.52000000000001,-23.289999999999992,-1.7199999999999989,16.349999999999994,30.319999999999993,23.33285049999995
79.99807500000001,101.9919,-6.009999999999991,25.319999999999993,8.199999999999989,7.560000000000002,18.75999999999999,22.840000000000003,12.846240300000034
219.00181249999991,319.89739999999983,-1.4399999999999977,-17.30000000000001,-26.97,-1.7800000000000011,17.139999999999986,28.680000000000007,23.31042769999999
79.97640000000001,111.58039999999995,-6.389999999999986,25.28,8.319999999999993,-7.949999999999989,-18.120000000000005,-24.330000000000013,12.822712800000033
109.11607500000001,147.04669999999993,-6.77000000000001,21.52000000000001,21.560000000000002,6.110000000000014,18.02000000000001,25.28,14.792664000000002
-1.9964374999999537,332.0822999999999,-17.120000000000005,-9.169999999999987,-40.91,1.7700000000000102,-17.129999999999995,-28.669999999999987,23.44532320000002
135.42095000000003,163.31569999999996,-6.310000000000002,17.960000000000008,32.69,-4.569999999999993,-17.94999999999999,-26.080000000000013,15.857307300000002
